	AUC	Accuracy	Baseline error rate	Baseline improvement	Best Num Features	Error rate	Kappa statistic	Mean absolute error	Number instances predicted as dependent variable class BRCACancer	Number instances predicted as dependent variable class BRCACancer correctly	Number instances predicted as dependent variable class BRCACancer incorrectly	Number instances predicted as dependent variable class Control	Number instances predicted as dependent variable class Control correctly	Number instances predicted as dependent variable class Control incorrectly	Number instances with dependent variable class BRCACancer	Number instances with dependent variable class BRCACancer predicted correctly	Number instances with dependent variable class BRCACancer predicted incorrectly	Number instances with dependent variable class Control	Number instances with dependent variable class Control predicted correctly	Number instances with dependent variable class Control predicted incorrectly	Proportion instances predicted as dependent variable class BRCACancer	Proportion instances predicted as dependent variable class BRCACancer correctly	Proportion instances predicted as dependent variable class BRCACancer incorrectly	Proportion instances predicted as dependent variable class Control	Proportion instances predicted as dependent variable class Control correctly	Proportion instances predicted as dependent variable class Control incorrectly	Proportion instances with dependent variable class BRCACancer	Proportion instances with dependent variable class BRCACancer predicted correctly	Proportion instances with dependent variable class BRCACancer predicted incorrectly	Proportion instances with dependent variable class Control	Proportion instances with dependent variable class Control predicted correctly	Proportion instances with dependent variable class Control predicted incorrectly	Relative absolute error	Root mean squared error	Root relative squared error	Total number correct	Total number incorrect	Youden Index
utahontario1_BIOCARTA_IL10_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.610558069381599	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.03165584415584442	0.42830154267944825	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	99.07881703914279	0.4624943701889543	99.60419707511845	83	41	-0.02352941176470591
utahontario1_BIOCARTA_IL12_PATHWAY_weka_svm_weights_r_svm_rbf	0.5518394648829431	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4522353061437585	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.58011022155547	0.48390130501019046	100.73338123308235	23	13	0.0
utahontario1_BIOCARTA_IL12_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6003016591251885	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	0.043072505384063216	0.41692895555510073	13.0	5.0	8.0	111.0	77.0	34.0	39.0	5.0	34.0	85.0	77.0	8.0	0.10483870967741936	0.38461538461538464	0.6153846153846154	0.8951612903225806	0.6936936936936937	0.3063063063063063	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9058823529411765	0.09411764705882353	96.44800120806777	0.4635665149156486	99.83509743095864	82	42	0.034087481146304555
utahontario1_BIOCARTA_IL17_PATHWAY_weka_svm_weights_r_svm_rbf	0.6120401337792643	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.0120481927710841	0.4443959305239047	3.0	1.0	2.0	33.0	21.0	12.0	13.0	1.0	12.0	23.0	21.0	2.0	0.08333333333333333	0.3333333333333333	0.6666666666666666	0.9166666666666666	0.6363636363636364	0.36363636363636365	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9130434782608695	0.08695652173913043	95.8885856398583	0.47583577965553286	99.05438671088592	22	14	-0.010033444816053505
utahontario1_BIOCARTA_IL17_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.49743589743589745	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.03665338645418301	0.4293149574654689	4.0	2.0	2.0	120.0	83.0	37.0	39.0	2.0	37.0	85.0	83.0	2.0	0.03225806451612903	0.5	0.5	0.967741935483871	0.6916666666666667	0.30833333333333335	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9764705882352941	0.023529411764705882	99.31324985846149	0.4692349380033246	101.05586630237076	85	39	0.0277526395173453
utahontario1_BIOCARTA_IL1R_PATHWAY_weka_svm_weights_r_svm_rbf	0.5953177257525084	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4525308656493944	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.6438839445381	0.47933366905081537	99.78253979152026	23	13	0.0
utahontario1_BIOCARTA_IL1R_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5731523378582203	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.047044632086851675	0.4312795235089151	3.0	0.0	3.0	121.0	82.0	39.0	39.0	0.0	39.0	85.0	82.0	3.0	0.024193548387096774	0.0	1.0	0.9758064516129032	0.6776859504132231	0.32231404958677684	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9647058823529412	0.03529411764705882	99.76771210102595	0.47026035274473194	101.27670274616388	82	42	-0.03529411764705881
utahontario1_BIOCARTA_IL22BP_PATHWAY_weka_svm_weights_r_svm_rbf	0.48494983277591974	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4483048244138615	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.73201889560924	0.48842667645925364	101.6754245024019	23	13	0.0
utahontario1_BIOCARTA_IL22BP_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4757164404223227	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4347108953675372	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.56148992037912	0.4691484166867575	101.03723280794999	85	39	0.0
utahontario1_BIOCARTA_IL2RB_PATHWAY_weka_svm_weights_r_svm_rbf	0.46822742474916385	0.5833333333333334	0.36111111111111116	-0.05555555555555547	NA	0.41666666666666663	-0.022727272727272554	0.4704740238722447	6.0	2.0	4.0	30.0	19.0	11.0	13.0	2.0	11.0	23.0	19.0	4.0	0.16666666666666666	0.3333333333333333	0.6666666666666666	0.8333333333333334	0.6333333333333333	0.36666666666666664	0.3611111111111111	0.15384615384615385	0.8461538461538461	0.6388888888888888	0.8260869565217391	0.17391304347826086	101.51553070303324	0.5027318379215979	104.65331951584224	21	15	-0.02006688963210701
utahontario1_BIOCARTA_IL2RB_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7529411764705882	0.7016129032258065	0.3145161290322581	0.016129032258064613	NA	0.2983870967741935	0.20291869353717862	0.37162499920074793	20.0	11.0	9.0	104.0	76.0	28.0	39.0	11.0	28.0	85.0	76.0	9.0	0.16129032258064516	0.55	0.45	0.8387096774193549	0.7307692307692307	0.2692307692307692	0.31451612903225806	0.28205128205128205	0.717948717948718	0.6854838709677419	0.8941176470588236	0.10588235294117647	85.9678559003922	0.4257300794696812	91.6865273818996	87	37	0.17616892911010562
utahontario1_BIOCARTA_IL2_PATHWAY_weka_svm_weights_r_svm_rbf	0.5016722408026756	0.6111111111111112	0.36111111111111116	-0.02777777777777768	NA	0.38888888888888884	-0.05439330543933049	0.45870710234091444	1.0	0.0	1.0	35.0	22.0	13.0	13.0	0.0	13.0	23.0	22.0	1.0	0.027777777777777776	0.0	1.0	0.9722222222222222	0.6285714285714286	0.37142857142857144	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9565217391304348	0.043478260869565216	98.9765482653582	0.4878735363650664	101.56027773299633	22	14	-0.04347826086956519
utahontario1_BIOCARTA_IL2_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6561085972850679	0.6935483870967742	0.3145161290322581	0.008064516129032362	NA	0.30645161290322576	0.11793335829277428	0.4056570530020135	11.0	6.0	5.0	113.0	80.0	33.0	39.0	6.0	33.0	85.0	80.0	5.0	0.08870967741935484	0.5454545454545454	0.45454545454545453	0.9112903225806451	0.7079646017699115	0.2920353982300885	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9411764705882353	0.058823529411764705	93.84047669682356	0.4506250430411677	97.04798260726628	86	38	0.09502262443438925
utahontario1_BIOCARTA_IL3_PATHWAY_weka_svm_weights_r_svm_rbf	0.5451505016722408	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.11363636363636359	0.4451747464502494	6.0	3.0	3.0	30.0	20.0	10.0	13.0	3.0	10.0	23.0	20.0	3.0	0.16666666666666666	0.5	0.5	0.8333333333333334	0.6666666666666666	0.3333333333333333	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.8695652173913043	0.13043478260869565	96.05663298800334	0.4895792280435075	101.91535032389764	23	13	0.10033444816053505
utahontario1_BIOCARTA_IL3_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6838612368024133	0.7096774193548387	0.3145161290322581	0.024193548387096864	NA	0.29032258064516125	0.16602613374327446	0.39888415274147754	7.0	5.0	2.0	117.0	83.0	34.0	39.0	5.0	34.0	85.0	83.0	2.0	0.056451612903225805	0.7142857142857143	0.2857142857142857	0.9435483870967742	0.7094017094017094	0.2905982905982906	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9764705882352941	0.023529411764705882	92.2737045074452	0.4435843975448288	95.53168773589978	88	36	0.1046757164404224
utahontario1_BIOCARTA_IL4_PATHWAY_weka_svm_weights_r_svm_rbf	0.4581939799331104	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.45487439834930155	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	98.14955472268842	0.48715312583927783	101.41031040001494	23	13	0.0
utahontario1_BIOCARTA_IL4_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.30920060331825044	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.03165584415584442	0.44750748519284517	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	103.52171970170293	0.4821413180411552	103.83542364117521	84	40	-0.0117647058823529
utahontario1_BIOCARTA_IL5_PATHWAY_weka_svm_weights_r_svm_rbf	0.6454849498327759	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4462545872721743	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.2896333420086	0.47345135873842575	98.55802355010042	23	13	0.0
utahontario1_BIOCARTA_IL5_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6012066365007542	0.6693548387096774	0.3145161290322581	-0.016129032258064502	NA	0.3306451612903226	-0.047044632086851675	0.4268055778210336	2.0	0.0	2.0	122.0	83.0	39.0	39.0	0.0	39.0	85.0	83.0	2.0	0.016129032258064516	0.0	1.0	0.9838709677419355	0.680327868852459	0.319672131147541	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9764705882352941	0.023529411764705882	98.73275611305647	0.4629525920846391	99.70288113906345	83	41	-0.02352941176470591
utahontario1_BIOCARTA_IL6_PATHWAY_weka_svm_weights_r_svm_rbf	0.5953177257525084	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44308148302768746	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	95.60496353026443	0.47551274452162795	98.9871407229987	23	13	0.0
utahontario1_BIOCARTA_IL6_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6268476621417799	0.7096774193548387	0.3145161290322581	0.024193548387096864	NA	0.29032258064516125	0.11883142518752486	0.4107752322811887	5.0	4.0	1.0	119.0	84.0	35.0	39.0	4.0	35.0	85.0	84.0	1.0	0.04032258064516129	0.8	0.2	0.9596774193548387	0.7058823529411765	0.29411764705882354	0.31451612903225806	0.10256410256410256	0.8974358974358975	0.6854838709677419	0.9882352941176471	0.011764705882352941	95.02446297247995	0.44893709622942823	96.6844612376545	88	36	0.09079939668174974
utahontario1_BIOCARTA_IL7_PATHWAY_weka_svm_weights_r_svm_rbf	0.47491638795986624	0.5833333333333334	0.36111111111111116	-0.05555555555555547	NA	0.41666666666666663	-0.10655737704918021	0.4677469509926331	2.0	0.0	2.0	34.0	21.0	13.0	13.0	0.0	13.0	23.0	21.0	2.0	0.05555555555555555	0.0	1.0	0.9444444444444444	0.6176470588235294	0.38235294117647056	0.3611111111111111	0.0	1.0	0.6388888888888888	0.9130434782608695	0.08695652173913043	100.92710235929371	0.4994003744476837	103.95981119770529	21	15	-0.08695652173913049
utahontario1_BIOCARTA_IL7_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.534238310708899	0.6532258064516129	0.3145161290322581	-0.032258064516129004	NA	0.3467741935483871	-0.02459646425826297	0.4284826834663585	8.0	2.0	6.0	116.0	79.0	37.0	39.0	2.0	37.0	85.0	79.0	6.0	0.06451612903225806	0.25	0.75	0.9354838709677419	0.6810344827586207	0.31896551724137934	0.31451612903225806	0.05128205128205128	0.9487179487179487	0.6854838709677419	0.9294117647058824	0.07058823529411765	99.12072026174694	0.47092029889402615	101.41883076014688	81	43	-0.019306184012066296
utahontario1_BIOCARTA_INFLAM_PATHWAY_weka_svm_weights_r_svm_rbf	0.5351170568561873	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4510007894947262	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.31373502031317	0.48046591151560675	100.01823787845085	23	13	0.0
utahontario1_BIOCARTA_INFLAM_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4935143288084465	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4334271367832293	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.26451858307934	0.4673624296663288	100.65259720020475	85	39	0.0
utahontario1_BIOCARTA_INSULIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.5150501672240803	0.5555555555555556	0.36111111111111116	-0.08333333333333326	NA	0.4444444444444444	-0.03225806451612891	0.46295430492086775	9.0	3.0	6.0	27.0	17.0	10.0	13.0	3.0	10.0	23.0	17.0	6.0	0.25	0.3333333333333333	0.6666666666666666	0.75	0.6296296296296297	0.37037037037037035	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.7391304347826086	0.2608695652173913	99.89297935831974	0.4958015702910561	103.21065076490767	20	16	-0.030100334448160515
utahontario1_BIOCARTA_INSULIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6277526395173454	0.717741935483871	0.3145161290322581	0.032258064516129115	NA	0.282258064516129	0.19695238095238116	0.39817707674896863	8.0	6.0	2.0	116.0	83.0	33.0	39.0	6.0	33.0	85.0	83.0	2.0	0.06451612903225806	0.75	0.25	0.9354838709677419	0.7155172413793104	0.28448275862068967	0.31451612903225806	0.15384615384615385	0.8461538461538461	0.6854838709677419	0.9764705882352941	0.023529411764705882	92.1101369133238	0.44740293610478804	96.35405983766121	89	35	0.13031674208144794
utahontario1_BIOCARTA_INTEGRIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.5518394648829431	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.16602316602316594	0.41854589198239983	5.0	3.0	2.0	31.0	21.0	10.0	13.0	3.0	10.0	23.0	21.0	2.0	0.1388888888888889	0.6	0.4	0.8611111111111112	0.6774193548387096	0.3225806451612903	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.9130434782608695	0.08695652173913043	90.31084861702256	0.5029670896927882	104.7022917052282	24	12	0.14381270903010024
utahontario1_BIOCARTA_INTEGRIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.7336349924585218	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.17478108581436091	0.3712219880803539	18.0	9.0	9.0	106.0	76.0	30.0	39.0	9.0	30.0	85.0	76.0	9.0	0.14516129032258066	0.5	0.5	0.8548387096774194	0.7169811320754716	0.2830188679245283	0.31451612903225806	0.23076923076923078	0.7692307692307693	0.6854838709677419	0.8941176470588236	0.10588235294117647	85.87462750618083	0.4309078151090452	92.80162030900999	85	39	0.1248868778280543
utahontario1_BIOCARTA_INTRINSIC_PATHWAY_weka_svm_weights_r_svm_rbf	0.3946488294314381	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4584060666962896	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	98.91159294014578	0.48941959015216263	101.88211862065239	23	13	0.0
utahontario1_BIOCARTA_INTRINSIC_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4361990950226245	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.43723653730019013	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	101.14574561412755	0.46954833228799514	101.1233598506269	85	39	0.0
utahontario1_BIOCARTA_KERATINOCYTE_PATHWAY_weka_svm_weights_r_svm_rbf	0.6254180602006689	0.5833333333333334	0.36111111111111116	-0.05555555555555547	NA	0.41666666666666663	0.014598540145985467	0.44654527817181106	8.0	3.0	5.0	28.0	18.0	10.0	13.0	3.0	10.0	23.0	18.0	5.0	0.2222222222222222	0.375	0.625	0.7777777777777778	0.6428571428571429	0.35714285714285715	0.3611111111111111	0.23076923076923078	0.7692307692307693	0.6388888888888888	0.782608695652174	0.21739130434782608	96.35235655189867	0.4806345947720604	100.05335254874426	21	15	0.013377926421404673
utahontario1_BIOCARTA_KERATINOCYTE_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6720965309200604	0.7580645161290323	0.3145161290322581	0.07258064516129037	NA	0.24193548387096775	0.35463029432878684	0.37313521756137447	15.0	12.0	3.0	109.0	82.0	27.0	39.0	12.0	27.0	85.0	82.0	3.0	0.12096774193548387	0.8	0.2	0.8790322580645161	0.7522935779816514	0.24770642201834864	0.31451612903225806	0.3076923076923077	0.6923076923076923	0.6854838709677419	0.9647058823529412	0.03529411764705882	86.31721408319393	0.42875903703421014	92.33885291413527	94	30	0.2723981900452488
utahontario1_BIOCARTA_KREB_PATHWAY_weka_svm_weights_r_svm_rbf	0.5652173913043478	0.6666666666666666	0.36111111111111116	0.02777777777777779	NA	0.33333333333333337	0.0962343096234308	0.4370505072656426	1.0	1.0	0.0	35.0	23.0	12.0	13.0	1.0	12.0	23.0	23.0	0.0	0.027777777777777776	1.0	0.0	0.9722222222222222	0.6571428571428571	0.34285714285714286	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	1.0	0.0	94.30364257719229	0.47870529988139826	99.65173264046976	24	12	0.07692307692307687
utahontario1_BIOCARTA_KREB_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5930618401206637	0.6612903225806451	0.3145161290322581	-0.024193548387096753	NA	0.33870967741935487	-0.047044632086851675	0.43304458587405975	3.0	0.0	3.0	121.0	82.0	39.0	39.0	0.0	39.0	85.0	82.0	3.0	0.024193548387096774	0.0	1.0	0.9758064516129032	0.6776859504132231	0.32231404958677684	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9647058823529412	0.03529411764705882	100.17602324098776	0.4685771142753888	100.91419537951988	82	42	-0.03529411764705881
utahontario1_BIOCARTA_LAIR_PATHWAY_weka_svm_weights_r_svm_rbf	0.6254180602006689	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4474273862077936	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.54269153505706	0.4716174430103552	98.17625865243976	23	13	0.0
utahontario1_BIOCARTA_LAIR_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.5583710407239819	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.430370612545037	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	99.55745410724995	0.46579039586505466	100.31403920978666	85	39	0.0
utahontario1_BIOCARTA_LECTIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.47157190635451507	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44741424009922703	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.5398549614736	0.4861529984943925	101.2021146211012	23	13	0.0
utahontario1_BIOCARTA_LECTIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.42232277526395173	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	0.0	0.4363938786597128	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	100.95081374266148	0.47054831635166045	101.33871946615822	85	39	0.0
utahontario1_BIOCARTA_LEPTIN_PATHWAY_weka_svm_weights_r_svm_rbf	0.5551839464882943	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.44853134057269056	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	96.78089493745122	0.48255152730624684	100.45239899430042	23	13	0.0
utahontario1_BIOCARTA_LEPTIN_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4739064856711915	0.6774193548387096	0.3145161290322581	-0.008064516129032251	NA	0.32258064516129037	-0.01597705858254827	0.4348597862731808	1.0	0.0	1.0	123.0	84.0	39.0	39.0	0.0	39.0	85.0	84.0	1.0	0.008064516129032258	0.0	1.0	0.9919354838709677	0.6829268292682927	0.3170731707317073	0.31451612903225806	0.0	1.0	0.6854838709677419	0.9882352941176471	0.011764705882352941	100.59593279141517	0.4687170915852916	100.94434131957945	84	40	-0.0117647058823529
utahontario1_BIOCARTA_LONGEVITY_PATHWAY_weka_svm_weights_r_svm_rbf	0.5451505016722408	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.040983606557376935	0.4490848691928275	2.0	1.0	1.0	34.0	22.0	12.0	13.0	1.0	12.0	23.0	22.0	1.0	0.05555555555555555	0.5	0.5	0.9444444444444444	0.6470588235294118	0.35294117647058826	0.3611111111111111	0.07692307692307693	0.9230769230769231	0.6388888888888888	0.9565217391304348	0.043478260869565216	96.90033139681199	0.4833452227423237	100.61762199353082	23	13	0.03344481605351168
utahontario1_BIOCARTA_LONGEVITY_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6826546003016591	0.6532258064516129	0.3145161290322581	-0.032258064516129004	NA	0.3467741935483871	-0.04303599374021923	0.40916687727635215	6.0	1.0	5.0	118.0	80.0	38.0	39.0	1.0	38.0	85.0	80.0	5.0	0.04838709677419355	0.16666666666666666	0.8333333333333334	0.9516129032258065	0.6779661016949152	0.3220338983050847	0.31451612903225806	0.02564102564102564	0.9743589743589743	0.6854838709677419	0.9411764705882353	0.058823529411764705	94.65240288074814	0.45850388905552225	98.74479489671675	81	43	-0.03318250377073906
utahontario1_BIOCARTA_LYM_PATHWAY_weka_svm_weights_r_svm_rbf	0.46822742474916385	0.6388888888888888	0.36111111111111116	0.0	NA	0.36111111111111116	0.0	0.4499977534902895	0.0	0.0	0.0	36.0	23.0	13.0	13.0	0.0	13.0	23.0	23.0	0.0	0.0	NaN	NaN	1.0	0.6388888888888888	0.3611111111111111	0.3611111111111111	0.0	1.0	0.6388888888888888	1.0	0.0	97.09730706225805	0.4886458429635716	101.72104823353135	23	13	0.0
utahontario1_BIOCARTA_LYM_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.4343891402714933	0.6854838709677419	0.3145161290322581	0.0	NA	0.3145161290322581	-0.03165584415584442	0.439194141883089	0.0	0.0	0.0	124.0	85.0	39.0	39.0	0.0	39.0	85.0	85.0	0.0	0.0	NaN	NaN	1.0	0.6854838709677419	0.31451612903225806	0.31451612903225806	0.0	1.0	0.6854838709677419	1.0	0.0	101.59859746493021	0.4741939763811468	102.1238599207274	85	39	0.0
utahontario1_BIOCARTA_MAL_PATHWAY_weka_svm_weights_r_svm_rbf	0.5117056856187291	0.5833333333333334	0.36111111111111116	-0.05555555555555547	NA	0.41666666666666663	0.12802768166089973	0.46578228269969885	10.0	4.0	6.0	26.0	17.0	9.0	13.0	4.0	9.0	23.0	17.0	6.0	0.2777777777777778	0.4	0.6	0.7222222222222222	0.6538461538461539	0.34615384615384615	0.3611111111111111	0.3076923076923077	0.6923076923076923	0.6388888888888888	0.7391304347826086	0.2608695652173913	100.50318024182778	0.5127999092015922	106.74918256070043	21	15	0.04682274247491636
utahontario1_BIOCARTA_MAL_PATHWAY_weka_svm_weights_r_svm_rbf_Training_Data	0.6251885369532428	0.7096774193548387	0.3145161290322581	0.024193548387096864	NA	0.29032258064516125	0.14971428571428597	0.40073964006119706	7.0	5.0	2.0	117.0	83.0	34.0	39.0	5.0	34.0	85.0	83.0	2.0	0.056451612903225805	0.7142857142857143	0.2857142857142857	0.9435483870967742	0.7094017094017094	0.2905982905982906	0.31451612903225806	0.1282051282051282	0.8717948717948718	0.6854838709677419	0.9764705882352941	0.023529411764705882	92.70293361439363	0.44780054255316076	96.43968957413968	88	36	0.1046757164404224
